categorical_accuracy,loss,precision,recall,val_categorical_accuracy,val_loss,val_precision,val_recall,learning_rate
0.8677142858505249,0.3388129770755768,0.8855189085006714,0.850857138633728,0.8409090638160706,0.36624887585639954,0.8571428656578064,0.8262032270431519,4.0000002627493814e-05
0.87628573179245,0.32266807556152344,0.8915484547615051,0.8619999885559082,0.8422459959983826,0.3704790771007538,0.8569463491439819,0.8328877091407776,4.0000002627493814e-05
0.8811428546905518,0.3284066319465637,0.8948763012886047,0.8682857155799866,0.8529411554336548,0.3754264712333679,0.8642659187316895,0.8342245817184448,4.0000002627493814e-05
0.8771428465843201,0.31806185841560364,0.889905571937561,0.8614285588264465,0.8475936055183411,0.3655875027179718,0.8626906871795654,0.8315507769584656,4.0000002627493814e-05
0.8908571600914001,0.2970331013202667,0.9050987362861633,0.8774285912513733,0.8529411554336548,0.34797510504722595,0.8622100949287415,0.8449198007583618,4.0000002627493814e-05
0.8820000290870667,0.30697569251060486,0.8953282237052917,0.8651428818702698,0.846256673336029,0.36959168314933777,0.8622589707374573,0.8368983864784241,4.0000002627493814e-05
0.8834285736083984,0.3074796199798584,0.8960352540016174,0.8717142939567566,0.8409090638160706,0.4074346721172333,0.8464730381965637,0.8181818127632141,4.0000002627493814e-05
0.8862857222557068,0.29920271039009094,0.9013545513153076,0.8745714426040649,0.8475936055183411,0.3875235617160797,0.8571428656578064,0.8342245817184448,4.0000002627493814e-05
0.8862857222557068,0.3058360815048218,0.8975709676742554,0.87628573179245,0.8516042828559875,0.3835950493812561,0.8590971231460571,0.8395721912384033,4.0000002627493814e-05
0.8880000114440918,0.2950143814086914,0.8996763825416565,0.87371426820755,0.8636363744735718,0.3552738130092621,0.8690313696861267,0.8516042828559875,4.0000002627493814e-05
0.8925714492797852,0.28076985478401184,0.9045521020889282,0.8799999952316284,0.8582887649536133,0.34673938155174255,0.8671233057975769,0.846256673336029,8.000000889296643e-06
0.8928571343421936,0.28221240639686584,0.9060481786727905,0.8817142844200134,0.8622994422912598,0.34928250312805176,0.8696845173835754,0.8475936055183411,8.000000889296643e-06
0.8962857127189636,0.2772173285484314,0.9058204293251038,0.8848571181297302,0.864973247051239,0.3422963321208954,0.8703956604003906,0.8529411554336548,8.000000889296643e-06
0.8997142910957336,0.2695845365524292,0.9119718074798584,0.8880000114440918,0.8703208565711975,0.34101781249046326,0.8770492076873779,0.8582887649536133,8.000000889296643e-06
