loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
2.366020441055298,0.3682857155799866,0.37920984625816345,0.3345714211463928,1.3898075819015503,0.25,0.0,0.0
1.9592481851577759,0.4562857151031494,0.47341930866241455,0.4300000071525574,1.3889042139053345,0.25,0.0,0.0
1.7697099447250366,0.49085715413093567,0.5065872073173523,0.46142858266830444,1.3927736282348633,0.3141711354255676,0.0,0.0
1.7093755006790161,0.4957142770290375,0.5188949108123779,0.4668571352958679,1.3563430309295654,0.37299466133117676,0.0,0.0
1.6037709712982178,0.5128571391105652,0.5339251756668091,0.4811428487300873,1.4204767942428589,0.42513367533683777,0.0,0.0
1.5019209384918213,0.5342857241630554,0.5578980445861816,0.5065714120864868,1.618779182434082,0.2513369023799896,0.36094674468040466,0.16310159862041473
1.4682109355926514,0.548285722732544,0.5726361870765686,0.5225714445114136,1.7574034929275513,0.42379680275917053,0.6000000238418579,0.1042780727148056
1.4421329498291016,0.5402857065200806,0.5683112144470215,0.5134285688400269,2.017817258834839,0.33155080676078796,0.4583333432674408,0.05882352963089943
1.435945987701416,0.5440000295639038,0.5671355724334717,0.50685715675354,2.195897102355957,0.37165775895118713,0.4556961953639984,0.09625668078660965
1.390445590019226,0.553428590297699,0.5748578906059265,0.5199999809265137,2.3181710243225098,0.3008021414279938,0.4214659631252289,0.21524064242839813
