loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.9471243619918823,0.3537142872810364,0.37185394763946533,0.2997142970561981,1.40742027759552,0.25,0.0,0.0
1.7705241441726685,0.4228571355342865,0.4462383985519409,0.3711428642272949,1.4842439889907837,0.25,0.0,0.0
1.6556340456008911,0.45257142186164856,0.476429283618927,0.40714284777641296,1.5801211595535278,0.25,0.43523314595222473,0.11229946464300156
1.6118965148925781,0.47914284467697144,0.5051683783531189,0.4328571557998657,1.6777867078781128,0.25,0.3224138021469116,0.25
1.5252649784088135,0.4942857027053833,0.5197628736495972,0.45085713267326355,1.820317029953003,0.25,0.28992247581481934,0.25
1.4956917762756348,0.5074285864830017,0.537397027015686,0.4659999907016754,1.94084632396698,0.2606951892375946,0.28205129504203796,0.25
1.4844865798950195,0.5174285769462585,0.5365932583808899,0.4734285771846771,2.0218706130981445,0.3850267231464386,0.3776119351387024,0.3382352888584137
